"","INVENTORY_ID","province","notebook","class","subclass","PLOT_ID","IFN_TREE_ID","species","dead","expan","dbh","g","h","slenderness","bearing","distance","quality","shape","special_parameters","agent","importance","element"
"1011509","IFN3",34,3,"A","1","34_3","IFN3_34_3_34",71,0,31.8309886183791,18.3,263.021990940171,9,49.1803278688525,326,9.2,2,2,49,100,NA,""
"1011510","IFN3",34,3,"A","1","34_3","IFN3_34_3_35",71,0,5.09295817894065,47.35,1760.88035379576,12,25.3431890179514,346,23.8,3,2,419,310,1,"3"
"1011511","IFN3",34,3,"A","1","34_3","IFN3_34_3_36",71,0,31.8309886183791,17.65,244.669199356982,9.5,53.8243626062323,391,10,2,2,419,100,NA,""
"1011512","IFN3",34,3,"A","1","34_3","IFN3_34_3_37",71,0,14.1471060526129,25.55,512.709884561263,11,43.0528375733855,395,5.6,3,2,49,310,1,"3"
"1011513","IFN3",34,3,"A","1","34_3","IFN3_34_3_38",71,0,14.1471060526129,23.8,444.880935674851,9.5,39.9159663865546,398,15.5,4,2,49,310,2,"4"
"1011514","IFN3",34,4,"A","1","34_4","IFN3_34_4_1",71,0,31.8309886183791,14.15,157.254383770846,11,77.7385159010601,17,9.1,2,2,NA,100,NA,""
"1011515","IFN3",34,4,"A","1","34_4","IFN3_34_4_2",71,0,14.1471060526129,41,1320.25431267111,13.5,32.9268292682927,22,12.9,2,2,419,100,NA,""
"1011516","IFN3",34,4,"A","1","34_4","IFN3_34_4_3",71,0,5.09295817894065,47.3,1757.16345698748,16.5,34.8837209302326,27,18.7,2,2,49,100,NA,""
"1011517","IFN3",34,4,"A","1","34_4","IFN3_34_4_4",71,0,5.09295817894065,58.4,2678.6475601568,16.5,28.2534246575342,33,18.6,2,2,419,100,NA,""
"1011518","IFN3",34,4,"A","1","34_4","IFN3_34_4_5",71,0,14.1471060526129,27.85,609.172486989737,13.5,48.4739676840215,64,7.6,2,2,49,100,NA,""
"1011519","IFN3",34,4,"A","1","34_4","IFN3_34_4_6",71,0,31.8309886183791,16.6,216.424317905801,10,60.2409638554217,74,6.4,4,2,NA,316,2,"9"
"1011520","IFN3",34,4,"A","1","34_4","IFN3_34_4_7",71,0,31.8309886183791,15.3,183.853856069709,10,65.359477124183,76,9.2,3,2,419,316,1,"9"
"1011521","IFN3",34,4,"A","1","34_4","IFN3_34_4_8",71,0,5.09295817894065,44.25,1537.85869131742,6.5,14.6892655367232,84,19.8,5,5,49,310,3,"4"
"1011522","IFN3",34,4,"A","1","34_4","IFN3_34_4_0",71,0,31.8309886183791,13.35,139.975624176102,11.5,86.1423220973783,84,5.4,2,2,NA,100,NA,""
"1011523","IFN3",34,4,"A","1","34_4","IFN3_34_4_9",71,0,127.323954473516,11.2,98.5203456165759,11.5,102.678571428571,84,2.7,2,2,NA,100,NA,""
"1011524","IFN3",34,4,"A","1","34_4","IFN3_34_4_10",71,0,14.1471060526129,28.65,644.672483975302,11.5,40.1396160558464,87,5.4,3,2,NA,310,1,"3"
"1011525","IFN3",34,4,"A","1","34_4","IFN3_34_4_11",71,0,14.1471060526129,26.95,570.436649570975,13,48.2374768089054,119,12.2,2,2,49,100,NA,""
"1011526","IFN3",34,4,"A","1","34_4","IFN3_34_4_12",71,0,14.1471060526129,29.3,674.256469295075,7,23.8907849829352,132,9.6,4,2,NA,316,2,"9"
"1011527","IFN3",34,4,"A","1","34_4","IFN3_34_4_13",71,0,31.8309886183791,21.3,356.327292751788,13.5,63.3802816901408,142,5.5,2,2,49,100,NA,""
"1011528","IFN3",34,4,"A","1","34_4","IFN3_34_4_14",42,0,5.09295817894065,77.7,4741.67647789778,12.5,16.0875160875161,145,22.9,4,2,41,310,2,"4"
"1011529","IFN3",34,4,"A","1","34_4","IFN3_34_4_15",71,0,127.323954473516,10.3,83.3228911548353,8,77.6699029126214,149,3.9,3,3,NA,316,1,"9"
"1011530","IFN3",34,4,"A","1","34_4","IFN3_34_4_16",71,0,31.8309886183791,18.5,268.802521422777,11.5,62.1621621621622,190,10.8,2,2,49,100,NA,""
"1011531","IFN3",34,4,"A","1","34_4","IFN3_34_4_17",71,0,31.8309886183791,15.8,196.066797510539,10.5,66.4556962025316,200,10.8,2,2,419,100,NA,""
"1011532","IFN3",34,4,"A","1","34_4","IFN3_34_4_18",71,0,14.1471060526129,38.05,1137.10142446223,11,28.9093298291721,207,10.2,3,2,49,310,1,"4"
"1011533","IFN3",34,4,"A","1","34_4","IFN3_34_4_19",71,0,14.1471060526129,23.35,428.216750142965,15,64.2398286937901,216,2.2,2,2,49,100,NA,""
"1011534","IFN3",34,4,"A","1","34_4","IFN3_34_4_20",42,0,5.09295817894065,103.5,8413.38147585432,15.5,14.975845410628,223,19.4,2,2,NA,100,NA,""
"1011535","IFN3",34,4,"A","1","34_4","IFN3_34_4_21",71,0,31.8309886183791,18.55,270.25747152047,14,75.4716981132075,223,3.4,2,2,49,100,NA,""
"1011536","IFN3",34,4,"A","1","34_4","IFN3_34_4_22",71,0,31.8309886183791,15.6,191.134497044403,13.5,86.5384615384615,228,3.4,2,2,49,100,NA,""
"1011537","IFN3",34,4,"A","1","34_4","IFN3_34_4_23",71,1,5.09295817894065,47.15,1746.03632850754,0,0,238,21.2,6,NA,NA,310,3,"9"
"1011538","IFN3",34,4,"A","1","34_4","IFN3_34_4_24",42,0,14.1471060526129,32.95,852.708749496018,14.5,44.0060698027314,238,12.3,2,2,NA,100,NA,""
"1011539","IFN3",34,4,"A","1","34_4","IFN3_34_4_25",71,0,31.8309886183791,22.05,381.862550539248,12,54.421768707483,246,7.7,2,2,49,100,NA,""
"1011540","IFN3",34,4,"A","1","34_4","IFN3_34_4_0",71,0,14.1471060526129,25.95,528.88908672725,11,42.3892100192678,253,14.9,2,2,41,100,NA,""
"1011541","IFN3",34,4,"A","1","34_4","IFN3_34_4_26",71,0,127.323954473516,12.45,121.738678822013,7,56.2248995983936,267,2.8,3,3,49,310,1,"3"
"1011542","IFN3",34,4,"A","1","34_4","IFN3_34_4_27",71,0,31.8309886183791,15.2,181.458391671346,11.5,75.6578947368421,268,3.5,2,2,49,100,NA,""
"1011543","IFN3",34,4,"A","1","34_4","IFN3_34_4_28",71,1,31.8309886183791,13.5,143.138815279185,0,0,280,5.6,6,NA,NA,310,3,"9"
"1011544","IFN3",34,4,"A","1","34_4","IFN3_34_4_29",71,0,31.8309886183791,13.95,152.840446092552,11,78.8530465949821,280,3.5,3,2,49,310,1,"7"
"1011545","IFN3",34,4,"A","1","34_4","IFN3_34_4_30",71,0,14.1471060526129,25.4,506.707479097498,15,59.0551181102362,283,12.8,2,2,NA,100,NA,""
"1011546","IFN3",34,4,"A","1","34_4","IFN3_34_4_31",71,0,14.1471060526129,26.3,543.252055640381,12,45.6273764258555,289,13.7,2,2,49,100,NA,""
"1011547","IFN3",34,4,"A","1","34_4","IFN3_34_4_32",71,0,31.8309886183791,14.5,165.129963854314,14,96.551724137931,316,7.8,2,2,49,100,NA,""
"1011548","IFN3",34,4,"A","1","34_4","IFN3_34_4_33",71,0,31.8309886183791,20.9,343.069771753639,12.5,59.8086124401914,316,7.2,2,2,49,100,NA,""
"1011549","IFN3",34,4,"A","1","34_4","IFN3_34_4_34",71,0,5.09295817894065,54.25,2311.4758822639,12,22.1198156682028,320,17.7,5,5,NA,310,3,"4"
"1011550","IFN3",34,4,"A","1","34_4","IFN3_34_4_35",71,0,31.8309886183791,17.25,233.705040995953,11,63.768115942029,326,8.2,2,2,NA,100,NA,""
"1011551","IFN3",34,4,"A","1","34_4","IFN3_34_4_36",71,0,31.8309886183791,16.7,219.039693789914,12,71.8562874251497,342,9.3,2,2,49,100,NA,""
"1011552","IFN3",34,4,"A","1","34_4","IFN3_34_4_37",71,0,31.8309886183791,21.45,361.363658474574,11.5,53.6130536130536,349,10.2,2,2,49,100,NA,""
"1011553","IFN3",34,4,"A","1","34_4","IFN3_34_4_38",71,0,14.1471060526129,25.2,498.759249683916,14.5,57.5396825396825,349,4.3,2,2,49,100,NA,""
"1011554","IFN3",34,4,"A","1","34_4","IFN3_34_4_39",71,0,31.8309886183791,13.55,144.20106629518,10.5,77.4907749077491,368,9.9,2,2,49,100,NA,""
"1011555","IFN3",34,4,"A","1","34_4","IFN3_34_4_40",71,0,31.8309886183791,18.15,258.727826481796,14.5,79.8898071625344,372,8,2,2,NA,100,NA,""
"1011556","IFN3",34,4,"A","1","34_4","IFN3_34_4_41",71,0,31.8309886183791,13.4,141.026094219646,13,97.0149253731343,388,5.8,2,2,NA,100,NA,""
"1011557","IFN3",34,4,"A","1","34_4","IFN3_34_4_42",71,0,14.1471060526129,24.55,473.361436575051,11,44.806517311609,389,10.7,2,2,NA,100,NA,""
"1011558","IFN3",34,4,"A","1","34_4","IFN3_34_4_43",71,0,31.8309886183791,19.65,303.259902346431,15.5,78.8804071246819,391,9.2,2,2,49,100,NA,""
"1011559","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,24.3,463.769761504559,10.5,43.2098765432099,11,15,2,2,41,100,NA,""
"1011560","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,26.5,551.545860245858,6,22.6415094339623,29,13.6,4,5,49,310,2,"7"
"1011561","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,19.95,312.590432527593,8.5,42.6065162907268,61,8.5,2,2,NA,100,NA,""
"1011562","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,127.323954473516,12,113.097335529233,6,50,61,4.9,3,3,NA,316,1,"9"
"1011563","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,29.45,681.177790610015,13.5,45.8404074702886,77,10,2,2,NA,100,NA,""
"1011564","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,18.35,264.461233074597,12,65.3950953678474,83,5.7,2,2,NA,100,NA,""
"1011565","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,127.323954473516,9.5,70.8821842466197,5.5,57.8947368421053,96,1.3,3,3,NA,316,1,"9"
"1011566","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,26.5,551.545860245858,15.5,58.4905660377358,112,14.5,2,2,49,100,NA,""
"1011567","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,30.6,735.415424278835,15,49.0196078431373,123,9.3,2,2,NA,100,NA,""
"1011568","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,29.75,695.126461991954,14.5,48.7394957983193,136,7.2,2,2,NA,100,NA,""
"1011569","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,16.5,213.824649984955,16.5,100,150,9.7,2,2,NA,100,NA,""
"1011570","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,27.05,574.677799653321,17.5,64.6950092421442,156,14.3,2,2,NA,100,NA,""
"1011571","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,21.85,374.966754664618,15,68.649885583524,171,7,2,2,NA,100,NA,""
"1011572","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,28.9,655.972400051183,14,48.4429065743945,188,6.6,2,2,49,100,NA,""
"1011573","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,27.05,574.677799653321,15,55.452865064695,190,13.7,2,2,49,100,NA,""
"1011574","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,24.95,488.91232021032,14.5,58.1162324649299,196,5.6,2,2,NA,100,NA,""
"1011575","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,23.85,446.752146799145,14.5,60.7966457023061,219,15.5,2,2,41,100,NA,""
"1011576","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,29.45,681.177790610015,14,47.5382003395586,223,12.7,2,2,41,100,NA,""
"1011577","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,22.95,413.671176156844,11.5,50.1089324618736,239,10.2,2,2,NA,100,NA,""
"1011578","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,26.85,566.211207451897,12.5,46.5549348230912,242,14.1,2,2,NA,100,NA,""
"1011579","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,33.15,863.091713216132,15,45.2488687782805,247,5.1,2,2,41,100,NA,""
"1011580","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,23.95,450.506350020185,9,37.5782881002088,269,16.2,2,2,419,100,NA,""
"1011581","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,18.95,282.038443971432,6.5,34.3007915567282,313,3.7,3,5,NA,310,1,"3"
"1011582","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,22.45,395.842637847722,11,48.9977728285078,317,6.4,2,2,49,100,NA,""
"1011583","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,31.8309886183791,18.2,260.155287643771,10.5,57.6923076923077,322,7.3,2,2,49,100,NA,""
"1011584","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,14.1471060526129,28.45,635.703236949303,10.5,36.9068541300527,330,14.4,2,2,NA,100,NA,""
"1011585","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,127.323954473516,7.8,47.7836242611007,6,76.9230769230769,348,3.1,3,3,41,316,1,"9"
"1011586","IFN3",34,5,"A","4","34_5","IFN3_34_5_0",71,0,127.323954473516,11,95.0331777710912,3.5,31.8181818181818,391,4.9,3,3,49,310,1,"3"
"1011587","IFN3",34,6,"A","1","34_6","IFN3_34_6_1",42,0,5.09295817894065,72.6,4139.64522370873,11.5,15.8402203856749,19,8.5,2,2,NA,100,NA,""
"1011588","IFN3",34,6,"A","1","34_6","IFN3_34_6_2",42,0,5.09295817894065,49.7,1940.0041494264,9,18.1086519114688,44,7,3,2,NA,310,1,"3"
"1011589","IFN3",34,6,"A","1","34_6","IFN3_34_6_3",42,1,31.8309886183791,13.15,135.813013910095,0,0,150,10.1,6,NA,NA,300,3,"9"
"1011590","IFN3",34,6,"A","1","34_6","IFN3_34_6_4",42,1,5.09295817894065,51.85,2111.48209393638,0,0,184,23.7,6,NA,NA,300,3,"9"
"1011591","IFN3",34,6,"A","1","34_6","IFN3_34_6_5",42,0,5.09295817894065,100.9,7995.98947589838,12.5,12.388503468781,250,19.5,2,4,NA,100,NA,""
"1011592","IFN3",34,6,"A","1","34_6","IFN3_34_6_6",42,0,5.09295817894065,51.8,2107.41176795457,9,17.3745173745174,255,2.4,4,2,NA,310,2,"3"
"1011593","IFN3",34,6,"A","1","34_6","IFN3_34_6_7",42,0,5.09295817894065,88.8,6193.21009358077,11.5,12.9504504504505,313,22.6,2,2,NA,100,NA,""
"1011594","IFN3",34,6,"A","1","34_6","IFN3_34_6_8",42,0,5.09295817894065,48.85,1874.21330877401,10.5,21.4943705220061,315,7.1,2,2,NA,100,NA,""
"1011595","IFN3",34,7,"A","1","34_7","IFN3_34_7_1",71,0,14.1471060526129,28.65,644.672483975302,14.5,50.6108202443281,5,7.5,3,2,49,400,1,"8"
"1011596","IFN3",34,7,"A","1","34_7","IFN3_34_7_2",71,0,14.1471060526129,27.85,609.172486989737,17.5,62.8366247755835,20,12.2,2,2,49,100,NA,""
"1011597","IFN3",34,7,"A","1","34_7","IFN3_34_7_3",278,0,14.1471060526129,39.65,1234.7421241358,18,45.3972257250946,23,12.3,2,2,419,100,NA,""
"1011598","IFN3",34,7,"A","1","34_7","IFN3_34_7_4",57,0,31.8309886183791,21.95,378.406798620299,15.5,70.6150341685649,40,7.2,2,2,NA,100,NA,""
"1011599","IFN3",34,7,"A","1","34_7","IFN3_34_7_5",71,0,14.1471060526129,27.15,578.934657698936,18,66.2983425414365,75,8.2,2,2,49,100,NA,""
"1011600","IFN3",34,7,"A","1","34_7","IFN3_34_7_6",71,0,14.1471060526129,23.3,426.384808926841,16.5,70.8154506437768,79,9.1,2,2,49,100,NA,""
"1011601","IFN3",34,7,"A","1","34_7","IFN3_34_7_7",71,0,5.09295817894065,47.85,1798.26530637347,21,43.8871473354232,90,17.6,2,2,429,100,NA,""
"1011602","IFN3",34,7,"A","1","34_7","IFN3_34_7_0",71,0,5.09295817894065,42.75,1435.36423099405,21.5,50.2923976608187,115,22.7,2,2,NA,100,NA,""
"1011603","IFN3",34,7,"A","1","34_7","IFN3_34_7_8",278,0,127.323954473516,10.7,89.9202357273738,12.5,116.822429906542,115,3.9,2,2,NA,100,NA,""
"1011604","IFN3",34,7,"A","1","34_7","IFN3_34_7_9",71,0,14.1471060526129,27.9,611.361784370208,18.5,66.3082437275986,122,9,2,2,49,100,NA,""
"1011605","IFN3",34,7,"A","1","34_7","IFN3_34_7_10",71,0,14.1471060526129,24.65,477.225595538966,17,68.9655172413793,122,7.9,2,2,49,100,NA,""
"1011606","IFN3",34,7,"A","1","34_7","IFN3_34_7_11",71,0,14.1471060526129,25.3,502.725510409073,16.5,65.2173913043478,125,8.8,3,2,49,316,1,"9"
"1011607","IFN3",34,7,"A","1","34_7","IFN3_34_7_13",71,0,127.323954473516,8.7,59.4467869875528,9,103.448275862069,133,4.7,3,5,NA,316,1,"9"
"1011608","IFN3",34,7,"A","1","34_7","IFN3_34_7_12",71,0,5.09295817894065,82.8,5384.56414454676,24,28.9855072463768,134,23.3,3,2,419,400,1,"4"
"1011609","IFN3",34,7,"A","1","34_7","IFN3_34_7_14",71,0,14.1471060526129,34.1,913.268838380187,18.5,54.2521994134897,143,12.3,2,2,NA,100,NA,""
"1011610","IFN3",34,7,"A","1","34_7","IFN3_34_7_0",71,0,5.09295817894065,43,1452.20120412188,18.5,43.0232558139535,146,25.3,2,2,49,100,NA,""
"1011611","IFN3",34,7,"A","1","34_7","IFN3_34_7_15",71,0,14.1471060526129,27.05,574.677799653321,8.5,31.4232902033272,151,15.8,4,5,49,400,2,"4"
"1011612","IFN3",34,7,"A","1","34_7","IFN3_34_7_0",71,0,14.1471060526129,22.6,401.149965936881,15,66.3716814159292,156,16,2,2,49,100,NA,""
"1011613","IFN3",34,7,"A","1","34_7","IFN3_34_7_16",71,0,5.09295817894065,59.25,2757.18933999195,23,38.8185654008439,157,28.6,2,2,49,100,NA,""
"1011614","IFN3",34,7,"A","1","34_7","IFN3_34_7_17",71,0,14.1471060526129,29.5,683.492751696629,18,61.0169491525424,170,15.9,2,2,49,100,NA,""
"1011615","IFN3",34,7,"A","1","34_7","IFN3_34_7_18",71,0,31.8309886183791,17.15,231.003271313866,15,87.463556851312,171,7.3,2,2,NA,100,NA,""
"1011616","IFN3",34,7,"A","1","34_7","IFN3_34_7_19",71,0,14.1471060526129,32.65,837.252113640356,17.5,53.5987748851455,177,14.7,2,2,41,100,NA,""
"1011617","IFN3",34,7,"A","1","34_7","IFN3_34_7_20",57,0,14.1471060526129,24.1,456.167107282872,15.5,64.3153526970954,202,10.5,2,2,NA,100,NA,""
"1011618","IFN3",34,7,"A","1","34_7","IFN3_34_7_21",57,1,31.8309886183791,14.65,168.564117323769,0,0,202,5.8,6,NA,NA,400,3,"9"
"1011619","IFN3",34,7,"A","1","34_7","IFN3_34_7_22",57,1,14.1471060526129,25.2,498.759249683916,0,0,221,6.6,6,NA,NA,400,3,"9"
"1011620","IFN3",34,7,"A","1","34_7","IFN3_34_7_0",71,0,5.09295817894065,46.6,1705.53923570736,20,42.9184549356223,230,22.2,2,2,NA,100,NA,""
"1011621","IFN3",34,7,"A","1","34_7","IFN3_34_7_23",71,0,31.8309886183791,19.5,298.64765163188,13,66.6666666666667,241,5.8,3,2,NA,316,1,"9"
"1011622","IFN3",34,7,"A","1","34_7","IFN3_34_7_24",71,0,14.1471060526129,36.45,1043.48196338526,16.5,45.2674897119342,249,15.3,2,2,41,100,NA,""
"1011623","IFN3",34,7,"A","1","34_7","IFN3_34_7_25",71,0,14.1471060526129,26.15,537.072935589851,16.5,63.0975143403442,285,11.4,2,2,NA,100,NA,""
"1011624","IFN3",34,7,"A","1","34_7","IFN3_34_7_26",71,0,14.1471060526129,31.4,774.371173183348,17,54.140127388535,285,7,2,2,NA,100,NA,""
"1011625","IFN3",34,7,"A","1","34_7","IFN3_34_7_27",71,0,5.09295817894065,59.95,2822.72296274584,18.5,30.8590492076731,288,18.4,2,2,NA,100,NA,""
"1011626","IFN3",34,7,"A","1","34_7","IFN3_34_7_28",71,1,5.09295817894065,43.9,1513.6271944812,0,0,301,5.3,6,NA,NA,400,3,"9"
